kode_pintu	tinggi_air	kode_kota	banjir
2	3310	1	0
6	610	2	0
3	390	1	0
17	1800	4	0
18	2300	3	0
19	1610	3	0
21	2230	2	0
1	1500	1	0
23	200	0	0
8	1160	0	0
9	6140	0	0
4	100	0	0
10	120	3	0
11	2940	0	0
12	2010	2	0
13	2010	2	0
24	-1900	2	0
15	740	0	0
5	590	0	0
16	1270	1	0
2	3310	1	0
6	580	2	0
3	390	1	0
17	1800	4	0
18	2300	3	0
19	1610	3	0
21	2210	2	0
1	1270	1	0
23	200	0	0
8	1160	0	0
9	6130	0	0
4	90	0	0
10	120	3	0
11	2930	0	0
12	2030	2	0
13	2030	2	0
24	-1900	2	0
15	740	0	0
5	590	0	0
16	1270	1	0
2	3310	1	0
6	610	2	0
3	390	1	0
17	1800	4	0
18	2300	3	0
19	1610	3	0
21	2190	2	0
1	1270	1	0
23	200	0	0
8	1160	0	0
9	6230	0	0
4	90	0	0
10	120	3	0
11	2910	0	0
12	2000	2	0
13	2000	2	0
24	-1880	2	0
15	740	0	0
5	600	0	0
16	1270	1	0
2	3310	1	0
6	600	2	0
3	390	1	0
17	1810	4	0
18	2300	3	0
19	1610	3	0
21	2230	2	0
1	1270	1	0
23	200	0	0
8	1160	0	0
9	6230	0	0
4	100	0	0
10	130	3	0
11	2930	0	0
12	1990	2	0
13	1960	2	0
24	-1880	2	0
15	730	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	600	2	0
3	390	1	0
17	1800	4	0
18	2410	3	0
19	1590	3	0
21	2140	2	0
1	1200	1	0
23	200	0	0
8	1160	0	0
9	6230	0	0
4	100	0	0
10	130	3	0
11	2950	0	0
12	1970	2	0
13	1960	2	0
24	-1870	2	0
15	730	0	0
5	610	0	0
16	1270	1	0
2	3310	1	0
6	570	2	0
3	390	1	0
17	1800	4	0
18	2410	3	0
19	1570	3	0
21	2170	2	0
1	1200	1	0
23	200	0	0
8	1150	0	0
9	6220	0	0
4	100	0	0
10	120	3	0
11	2970	0	0
12	1960	2	0
13	1950	2	0
24	-1870	2	0
15	730	0	0
5	610	0	0
16	1270	1	0
2	3310	1	0
6	540	2	0
3	390	1	0
17	1800	4	0
18	2360	3	0
19	1540	3	0
21	2160	2	0
1	1200	1	0
23	200	0	0
8	1160	0	0
9	6200	0	0
4	100	0	0
10	130	3	0
11	2990	0	0
12	1940	2	0
13	1970	2	0
24	-1860	2	0
15	730	0	0
5	600	0	0
16	1270	1	0
2	3310	1	0
6	520	2	0
3	390	1	0
17	1810	4	0
18	2320	3	0
19	1520	3	0
21	2150	2	0
1	1200	1	0
23	200	0	0
8	1150	0	0
9	6190	0	0
4	100	0	0
10	140	3	0
11	3010	0	0
12	1920	2	0
13	1920	2	0
24	-1870	2	0
15	740	0	0
5	600	0	0
16	1270	1	0
2	3310	1	0
6	520	2	0
3	390	1	0
17	1800	4	0
18	2280	3	0
19	1500	3	0
21	2130	2	0
1	1200	1	0
23	200	0	0
8	1150	0	0
9	6160	0	0
4	80	0	0
10	120	3	0
11	2940	0	0
12	1880	2	0
13	1870	2	0
24	-1860	2	0
15	710	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	460	2	0
3	390	1	0
17	1800	4	0
18	2240	3	0
19	1450	3	0
21	2050	2	0
1	1200	1	0
23	200	0	0
8	1140	0	0
9	6150	0	0
4	90	0	0
10	120	3	0
11	2920	0	0
12	1850	2	0
13	1860	2	0
24	-1860	2	0
15	720	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	450	2	0
3	390	1	0
17	1800	4	0
18	2220	3	0
19	1440	3	0
21	2080	2	0
1	1200	1	0
23	200	0	0
8	1140	0	0
9	6140	0	0
4	90	0	0
10	120	3	0
11	2910	0	0
12	1790	2	0
13	1840	2	0
24	-1860	2	0
15	730	0	0
5	570	0	0
16	1270	1	0
2	3310	1	0
6	450	2	0
3	390	1	0
17	1800	4	0
18	2200	3	0
19	1420	3	0
21	2060	2	0
1	1200	1	0
23	200	0	0
8	1130	0	0
9	6140	0	0
4	90	0	0
10	140	3	0
11	2900	0	0
12	1780	2	0
13	1830	2	0
24	-1860	2	0
15	740	0	0
5	590	0	0
16	1270	1	0
2	3310	1	0
6	440	2	0
3	390	1	0
17	1800	4	0
18	2200	3	0
19	1400	3	0
21	2050	2	0
1	1200	1	0
23	200	0	0
8	1130	0	0
9	6130	0	0
4	90	0	0
10	120	3	0
11	2880	0	0
12	1760	2	0
13	1820	2	0
24	-1870	2	0
15	740	0	0
5	590	0	0
16	1270	1	0
2	3310	1	0
6	420	2	0
3	390	1	0
17	1800	4	0
18	2180	3	0
19	1390	3	0
21	2040	2	0
1	1200	1	0
23	200	0	0
8	1140	0	0
9	6130	0	0
4	90	0	0
10	140	3	0
11	2870	0	0
12	1770	2	0
13	1840	2	0
24	-1900	2	0
15	740	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	410	2	0
3	390	1	0
17	1800	4	0
18	2180	3	0
19	1390	3	0
21	2040	2	0
1	1200	1	0
23	200	0	0
8	1140	0	0
9	6130	0	0
4	90	0	0
10	140	3	0
11	2870	0	0
12	1730	2	0
13	1870	2	0
24	-1910	2	0
15	740	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	420	2	0
3	390	1	0
17	1800	4	0
18	2180	3	0
19	1390	3	0
21	2040	2	0
1	1200	1	0
23	200	0	0
8	1150	0	0
9	6120	0	0
4	100	0	0
10	140	3	0
11	2880	0	0
12	1710	2	0
13	1790	2	0
24	-1910	2	0
15	750	0	0
5	560	0	0
16	900	1	0
2	3310	1	0
6	400	2	0
3	390	1	0
17	1800	4	0
18	2170	3	0
19	1380	3	0
21	1990	2	0
1	1200	1	0
23	200	0	0
8	1140	0	0
9	6120	0	0
4	160	0	0
10	140	3	0
11	2860	0	0
12	1710	2	0
13	1840	2	0
24	-1920	2	0
15	750	0	0
5	560	0	0
16	1270	1	0
2	3310	1	0
6	410	2	0
3	390	1	0
17	1800	4	0
18	2170	3	0
19	1380	3	0
21	2050	2	0
1	1200	1	0
23	200	0	0
8	1450	0	0
9	6120	0	0
4	210	0	0
10	150	3	0
11	2860	0	0
12	1720	2	0
13	1820	2	0
24	-1940	2	0
15	760	0	0
5	550	0	0
16	1270	1	0
2	3310	1	0
6	410	2	0
3	390	1	0
17	1800	4	0
18	2160	3	0
19	1390	3	0
21	2050	2	0
1	1200	1	0
23	200	0	0
8	1470	0	0
9	6110	0	0
4	150	0	0
10	150	3	0
11	2880	0	0
12	1720	2	0
13	1880	2	0
24	-1950	2	0
15	860	0	0
5	540	0	0
16	1270	1	0
2	3310	1	0
6	420	2	0
3	390	1	0
17	1800	4	0
18	2160	3	0
19	1390	3	0
21	2010	2	0
1	1200	1	0
23	200	0	0
8	1500	0	0
9	6100	0	0
4	160	0	0
10	160	3	0
11	2880	0	0
12	1720	2	0
13	1880	2	0
24	-1970	2	0
15	890	0	0
5	540	0	0
16	1270	1	0
2	3300	1	0
6	440	2	0
3	390	1	0
17	1800	4	0
18	2170	3	0
19	1390	3	0
21	2070	2	0
1	1200	1	0
23	200	0	0
8	1550	0	0
9	6100	0	0
4	250	0	0
10	150	3	0
11	2850	0	0
12	1720	2	0
13	1860	2	0
24	-1970	2	0
15	980	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	450	2	0
3	390	1	0
17	1800	4	0
18	2170	3	0
19	1400	3	0
21	2020	2	0
1	1200	1	0
23	200	0	0
8	1880	0	0
9	6090	0	0
4	440	0	0
10	150	3	0
11	2840	0	0
12	1710	2	0
13	1890	2	0
24	-1980	2	0
15	1050	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	430	2	0
3	390	1	0
17	400	4	0
18	2170	3	0
19	1390	3	0
21	2060	2	0
1	1200	1	0
23	200	0	0
8	1830	0	0
9	6080	0	0
4	540	0	0
10	150	3	0
11	2840	0	0
12	1690	2	0
13	1820	2	0
24	-1990	2	0
15	1100	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	430	2	0
3	390	1	0
17	400	4	0
18	2160	3	0
19	1390	3	0
21	2020	2	0
1	1200	1	0
23	200	0	0
8	1700	0	0
9	6090	0	0
4	580	0	0
10	140	3	0
11	2830	0	0
12	1700	2	0
13	1800	2	0
24	-1980	2	0
15	1120	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	440	2	0
3	390	1	0
17	1800	4	0
18	2060	3	0
19	1390	3	0
21	1960	2	0
1	1200	1	0
23	200	0	0
8	1600	0	0
9	5990	0	0
4	600	0	0
10	140	3	0
11	2850	0	0
12	1690	2	0
13	1760	2	0
24	-1980	2	0
15	1260	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	440	2	0
3	390	1	0
17	1800	4	0
18	2070	3	0
19	1380	3	0
21	1990	2	0
1	1880	1	0
23	200	0	0
8	1490	0	0
9	5980	0	0
4	550	0	0
10	140	3	0
11	2860	0	0
12	1690	2	0
13	1710	2	0
24	-1990	2	0
15	1300	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	430	2	0
3	390	1	0
17	1800	4	0
18	2060	3	0
19	1360	3	0
21	1960	2	0
1	1830	1	0
23	200	0	0
8	1420	0	0
9	6020	0	0
4	500	0	0
10	150	3	0
11	2860	0	0
12	1680	2	0
13	1720	2	0
24	-2000	2	0
15	1150	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	410	2	0
3	390	1	0
17	1800	4	0
18	2060	3	0
19	1350	3	0
21	1900	2	0
1	1640	1	0
23	200	0	0
8	1360	0	0
9	6090	0	0
4	460	0	0
10	140	3	0
11	2840	0	0
12	1670	2	0
13	1720	2	0
24	-2000	2	0
15	1360	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	370	2	0
3	390	1	0
17	1800	4	0
18	2080	3	0
19	1340	3	0
21	1940	2	0
1	1610	1	0
23	200	0	0
8	1330	0	0
9	6180	0	0
4	440	0	0
10	150	3	0
11	2840	0	0
12	1660	2	0
13	1670	2	0
24	-2010	2	0
15	1310	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	340	2	0
3	390	1	0
17	1800	4	0
18	2090	3	0
19	1340	3	0
21	1910	2	0
1	1580	1	0
23	200	0	0
8	1300	0	0
9	6350	0	0
4	450	0	0
10	150	3	0
11	2860	0	0
12	1700	2	0
13	1670	2	0
24	-2010	2	0
15	1060	0	0
5	530	0	0
16	1270	1	0
2	3310	1	0
6	320	2	0
3	390	1	0
17	1800	4	0
18	2140	3	0
19	1350	3	0
21	1940	2	0
1	1630	1	0
23	200	0	0
8	1290	0	0
9	6470	0	0
4	590	0	0
10	130	3	0
11	2940	0	0
12	1650	2	0
13	1660	2	0
24	-2020	2	0
15	1190	0	0
5	570	0	0
16	1270	1	0
2	3310	1	0
6	300	2	0
3	390	1	0
17	1800	4	0
18	2160	3	0
19	1370	3	0
21	1930	2	0
1	1790	1	0
23	200	0	0
8	1270	0	0
9	6620	0	0
4	640	0	0
10	120	3	0
11	3040	0	0
12	1650	2	0
13	1620	2	0
24	-2030	2	0
15	1150	0	0
5	630	0	0
16	1270	1	0
2	3310	1	0
6	270	2	0
3	390	1	0
17	1800	4	0
18	2190	3	0
19	1380	3	0
21	1910	2	0
1	1780	1	0
23	200	0	0
8	1270	0	0
9	6710	0	0
4	640	0	0
10	120	3	0
11	3150	0	0
12	1650	2	0
13	1620	2	0
24	-2030	2	0
15	1150	0	0
5	690	0	0
16	1270	1	0
2	3310	1	0
6	240	2	0
3	390	1	0
17	1800	4	0
18	2200	3	0
19	1390	3	0
21	1870	2	0
1	1720	1	0
23	200	0	0
8	1260	0	0
9	6740	0	0
4	600	0	0
10	120	3	0
11	3240	0	0
12	1650	2	0
13	1620	2	0
24	-2030	2	0
15	1050	0	0
5	730	0	0
16	1270	1	0
2	3310	1	0
6	220	2	0
3	390	1	0
17	1800	4	0
18	2230	3	0
19	1400	3	0
21	1870	2	0
1	1690	1	0
23	200	0	0
8	1260	0	0
9	6850	0	0
4	590	0	0
10	100	3	0
11	3330	0	0
12	1630	2	0
13	1700	2	0
24	-2020	2	0
15	1120	0	0
5	750	0	0
16	1270	1	0
2	3310	1	0
6	210	2	0
3	390	1	0
17	1800	4	0
18	2150	3	0
19	1410	3	0
21	1840	2	0
1	1690	1	0
23	300	0	0
8	1300	0	0
9	6910	0	0
4	580	0	0
10	100	3	0
11	3400	0	0
12	1670	2	0
13	1650	2	0
24	-2020	2	0
15	1090	0	0
5	760	0	0
16	1270	1	0
2	3310	1	0
6	230	2	0
3	390	1	0
17	400	4	0
18	2180	3	0
19	1430	3	0
21	1930	2	0
1	1570	1	0
23	300	0	0
8	1320	0	0
9	6950	0	0
4	570	0	0
10	90	3	0
11	3460	0	0
12	1660	2	0
13	1670	2	0
24	-2010	2	0
15	1000	0	0
5	770	0	0
16	1270	1	0
2	3310	1	0
6	260	2	0
3	390	1	0
17	400	4	0
18	2220	3	0
19	1460	3	0
21	1930	2	0
1	1540	1	0
23	300	0	0
8	1320	0	0
9	6950	0	0
4	550	0	0
10	90	3	0
11	3500	0	0
12	1660	2	0
13	1790	2	0
24	-2010	2	0
15	1010	0	0
5	770	0	0
16	1270	1	0
2	3310	1	0
6	260	2	0
3	390	1	0
17	400	4	0
18	2240	3	0
19	1480	3	0
21	1960	2	0
1	1500	1	0
23	300	0	0
8	1320	0	0
9	6950	0	0
4	530	0	0
10	80	3	0
11	3540	0	0
12	1650	2	0
13	1790	2	0
24	-2000	2	0
15	990	0	0
5	770	0	0
16	1270	1	0
2	3310	1	0
6	310	2	0
3	390	1	0
17	400	4	0
18	2260	3	0
19	1480	3	0
21	2020	2	0
1	1480	1	0
23	300	0	0
8	1340	0	0
9	6870	0	0
4	500	0	0
10	80	3	0
11	3540	0	0
12	1680	2	0
13	1850	2	0
24	-1990	2	0
15	970	0	0
5	760	0	0
16	1400	1	0
2	3310	1	0
6	390	2	0
3	390	1	0
17	400	4	0
18	2290	3	0
19	1560	3	0
21	2090	2	0
1	1470	1	0
23	300	0	0
8	1350	0	0
9	6770	0	0
4	490	0	0
10	80	3	0
11	3540	0	0
12	1680	2	0
13	1930	2	0
24	-1980	2	0
15	970	0	0
5	740	0	0
16	1400	1	0
2	3310	1	0
6	450	2	0
3	390	1	0
17	1800	4	0
18	2300	3	0
19	1580	3	0
21	2120	2	0
1	1470	1	0
23	300	0	0
8	1340	0	0
9	6760	0	0
4	480	0	0
10	100	3	0
11	3510	0	0
12	1710	2	0
13	1990	2	0
24	-1970	2	0
15	940	0	0
5	740	0	0
16	1400	1	0
2	3310	1	0
6	510	2	0
3	390	1	0
17	1800	4	0
18	2300	3	0
19	1610	3	0
21	2190	2	0
1	1470	1	0
23	300	0	0
8	1330	0	0
9	6730	0	0
4	440	0	0
10	110	3	0
11	3470	0	0
12	1730	2	0
13	2020	2	0
24	-1960	2	0
15	920	0	0
5	720	0	0
16	1270	1	0
2	3310	1	0
6	570	2	0
3	390	1	0
17	1800	4	0
18	2450	3	0
19	1660	3	0
21	2160	2	0
1	1500	1	0
23	300	0	0
8	1320	0	0
9	6770	0	0
4	450	0	0
10	110	3	0
11	3450	0	0
12	1730	2	0
13	2040	2	0
24	-1940	2	0
15	840	0	0
5	710	0	0
16	1270	1	0
2	3310	1	0
6	600	2	0
3	390	1	0
17	1800	4	0
18	2550	3	0
19	1640	3	0
21	2250	2	0
1	1500	1	0
23	300	0	0
8	1300	0	0
9	6720	0	0
4	430	0	0
10	120	3	0
11	3450	0	0
12	1830	2	0
13	2060	2	0
24	-1930	2	0
15	890	0	0
5	690	0	0
16	1270	1	0
2	3310	1	0
6	610	2	0
3	390	1	0
17	1800	4	0
18	2550	3	0
19	1650	3	0
21	2230	2	0
1	1500	1	0
23	200	0	0
8	1290	0	0
9	6690	0	0
4	430	0	0
10	120	3	0
11	3440	0	0
12	1940	2	0
13	2020	2	0
24	-1920	2	0
15	870	0	0
5	690	0	0
16	1270	1	0
2	3310	1	0
6	620	2	0
3	390	1	0
17	1800	4	0
18	2500	3	0
19	1660	3	0
21	2250	2	0
1	1500	1	0
23	200	0	0
8	1290	0	0
9	6630	0	0
4	400	0	0
10	140	3	0
11	3420	0	0
12	2090	2	0
13	2020	2	0
24	-1900	2	0
15	870	0	0
5	730	0	0
16	1270	1	0
2	3310	1	0
6	630	2	0
3	390	1	0
17	1800	4	0
18	2450	3	0
19	1650	3	0
21	2280	2	0
1	1370	1	0
23	200	0	0
8	1280	0	0
9	6530	0	0
4	350	0	0
10	150	3	0
11	3370	0	0
12	2060	2	0
13	2150	2	0
24	-1890	2	0
15	820	0	0
5	790	0	0
16	1270	1	0
2	3310	1	0
6	640	2	0
3	390	1	0
17	1820	4	0
18	2400	3	0
19	1650	3	0
21	2250	2	0
1	1410	1	0
23	200	0	0
8	1270	0	0
9	6550	0	0
4	290	0	0
10	180	3	0
11	3350	0	0
12	2010	2	0
13	2150	2	0
24	-1870	2	0
15	850	0	0
5	860	0	0
16	1270	1	0
2	3310	1	0
6	630	2	0
3	390	1	0
17	1840	4	0
18	2360	3	0
19	1620	3	0
21	2250	2	0
1	1330	1	0
23	200	0	0
8	1250	0	0
9	6530	0	0
4	270	0	0
10	190	3	0
11	3320	0	0
12	2040	2	0
13	2100	2	0
24	-1850	2	0
15	850	0	0
5	900	0	0
16	1270	1	0
2	3310	1	0
6	620	2	0
3	390	1	0
17	1860	4	0
18	2320	3	0
19	1610	3	0
21	2240	2	0
1	1330	1	0
23	200	0	0
8	1260	0	0
9	6500	0	0
4	270	0	0
10	220	3	0
11	3290	0	0
12	1960	2	0
13	2100	2	0
24	-1850	2	0
15	850	0	0
5	950	0	0
16	1270	1	0
2	3310	1	0
6	590	2	0
3	390	1	0
17	1860	4	0
18	2310	3	0
19	1570	3	0
21	2190	2	0
1	1330	1	0
23	200	0	0
8	1250	0	0
9	6460	0	0
4	250	0	0
10	220	3	0
11	3270	0	0
12	2000	2	0
13	2030	2	0
24	-1840	2	0
15	820	0	0
5	970	0	0
16	1270	1	0
2	3310	1	0
6	570	2	0
3	390	1	0
17	1870	4	0
18	2260	3	0
19	1560	3	0
21	2210	2	0
1	1330	1	0
23	200	0	0
8	1240	0	0
9	6490	0	0
4	260	0	0
10	190	3	0
11	3250	0	0
12	1980	2	0
13	2030	2	0
24	-1840	2	0
15	830	0	0
5	1000	0	0
16	1270	1	0
2	3310	1	0
6	560	2	0
3	390	1	0
17	1860	4	0
18	2250	3	0
19	1550	3	0
21	2220	2	0
1	1320	1	0
23	200	0	0
8	1230	0	0
9	6490	0	0
4	250	0	0
10	170	3	0
11	3230	0	0
12	1950	2	0
13	2050	2	0
24	-1830	2	0
15	810	0	0
5	1010	0	0
16	1270	1	0
2	3310	1	0
6	560	2	0
3	390	1	0
17	1860	4	0
18	2250	3	0
19	1530	3	0
21	2170	2	0
1	1360	1	0
23	200	0	0
8	1230	0	0
9	6490	0	0
4	250	0	0
10	170	3	0
11	3230	0	0
12	1890	2	0
13	2050	2	0
24	-1850	2	0
15	800	0	0
5	1010	0	0
16	1270	1	0
2	3310	1	0
6	540	2	0
3	390	1	0
17	1860	4	0
18	2160	3	0
19	1510	3	0
21	2170	2	0
1	1320	1	0
23	200	0	0
8	1230	0	0
9	6460	0	0
4	250	0	0
10	160	3	0
11	3240	0	0
12	1880	2	0
13	2000	2	0
24	-1850	2	0
15	810	0	0
5	1010	0	0
16	1270	1	0
2	3310	1	0
6	530	2	0
3	390	1	0
17	1850	4	0
18	2110	3	0
19	1510	3	0
21	2120	2	0
1	1280	1	0
23	200	0	0
8	1220	0	0
9	6460	0	0
4	250	0	0
10	150	3	0
11	3240	0	0
12	1850	2	0
13	2000	2	0
24	-1860	2	0
15	810	0	0
5	1010	0	0
16	1270	1	0
2	3310	1	0
6	520	2	0
3	390	1	0
17	1850	4	0
18	2100	3	0
19	1510	3	0
21	2140	2	0
1	1270	1	0
23	200	0	0
8	1210	0	0
9	6460	0	0
4	240	0	0
10	160	3	0
11	3230	0	0
12	1820	2	0
13	1950	2	0
24	-1870	2	0
15	800	0	0
5	1010	0	0
16	1270	1	0
2	3310	1	0
6	490	2	0
3	390	1	0
17	1850	4	0
18	2090	3	0
19	1490	3	0
21	2080	2	0
1	1280	1	0
23	200	0	0
8	1200	0	0
9	6440	0	0
4	210	0	0
10	150	3	0
11	3190	0	0
12	1840	2	0
13	1950	2	0
24	-1880	2	0
15	800	0	0
5	990	0	0
16	1270	1	0
2	3310	1	0
6	490	2	0
3	390	1	0
17	1850	4	0
18	2080	3	0
19	1480	3	0
21	2100	2	0
1	1290	1	0
23	260	0	0
8	1210	0	0
9	6440	0	0
4	230	0	0
10	150	3	0
11	3170	0	0
12	1840	2	0
13	1900	2	0
24	-1890	2	0
15	780	0	0
5	980	0	0
16	1270	1	0
2	3310	1	0
6	480	2	0
3	390	1	0
17	1850	4	0
18	2080	3	0
19	1470	3	0
21	2050	2	0
1	1290	1	0
23	300	0	0
8	1200	0	0
9	6430	0	0
4	210	0	0
10	140	3	0
11	3150	0	0
12	1770	2	0
13	1900	2	0
24	-1910	2	0
15	790	0	0
5	960	0	0
16	1270	1	0
2	3310	1	0
6	460	2	0
3	390	1	0
17	1840	4	0
18	2070	3	0
19	1450	3	0
21	2060	2	0
1	1290	1	0
23	340	0	0
8	1190	0	0
9	6420	0	0
4	210	0	0
10	140	3	0
11	3130	0	0
12	1730	2	0
13	1900	2	0
24	-1920	2	0
15	790	0	0
5	940	0	0
16	1270	1	0
2	3310	1	0
6	430	2	0
3	390	1	0
17	1850	4	0
18	2060	3	0
19	1440	3	0
21	2040	2	0
1	1280	1	0
23	230	0	0
8	1190	0	0
9	6380	0	0
4	190	0	0
10	140	3	0
11	3110	0	0
12	1700	2	0
13	1830	2	0
24	-1950	2	0
15	780	0	0
5	900	0	0
16	200	1	0
2	3310	1	0
6	360	2	0
3	390	1	0
17	1820	4	0
18	2040	3	0
19	1410	3	0
21	2010	2	0
1	1280	1	0
23	240	0	0
8	1190	0	0
9	6380	0	0
4	180	0	0
10	140	3	0
11	3090	0	0
12	1690	2	0
13	1830	2	0
24	-1960	2	0
15	780	0	0
5	890	0	0
16	1270	1	0
2	3310	1	0
6	350	2	0
3	390	1	0
17	1820	4	0
18	2030	3	0
19	1390	3	0
21	1970	2	0
1	1320	1	0
23	250	0	0
8	1190	0	0
9	6370	0	0
4	180	0	0
10	150	3	0
11	3090	0	0
12	1690	2	0
13	1800	2	0
24	-1960	2	0
15	770	0	0
5	860	0	0
16	1270	1	0
2	3310	1	0
6	360	2	0
3	390	1	0
17	1800	4	0
18	2020	3	0
19	1390	3	0
21	2020	2	0
1	1270	1	0
23	250	0	0
8	1180	0	0
9	6360	0	0
4	180	0	0
10	150	3	0
11	3130	0	0
12	1700	2	0
13	1800	2	0
24	-1960	2	0
15	770	0	0
5	840	0	0
16	1270	1	0
2	3310	1	0
6	370	2	0
3	390	1	0
17	1800	4	0
18	2010	3	0
19	1390	3	0
21	2010	2	0
1	1270	1	0
23	240	0	0
8	1170	0	0
9	6350	0	0
4	200	0	0
10	160	3	0
11	3160	0	0
12	1700	2	0
13	1860	2	0
24	-1970	2	0
15	770	0	0
5	810	0	0
16	1270	1	0
2	3310	1	0
6	370	2	0
3	390	1	0
17	1800	4	0
18	2020	3	0
19	1390	3	0
21	2010	2	0
1	1270	1	0
23	250	0	0
8	1170	0	0
9	6340	0	0
4	190	0	0
10	170	3	0
11	3150	0	0
12	1700	2	0
13	1860	2	0
24	-1980	2	0
15	770	0	0
5	790	0	0
16	1270	1	0
2	3310	1	0
6	370	2	0
3	390	1	0
17	1800	4	0
18	2010	3	0
19	1390	3	0
21	2000	2	0
1	1280	1	0
23	240	0	0
8	1170	0	0
9	6310	0	0
4	170	0	0
10	160	3	0
11	3110	0	0
12	1690	2	0
13	1800	2	0
24	-1970	2	0
15	770	0	0
5	770	0	0
16	1270	1	0
2	3310	1	0
6	360	2	0
3	390	1	0
17	1800	4	0
18	2010	3	0
19	1380	3	0
21	1940	2	0
1	1300	1	0
23	230	0	0
8	1170	0	0
9	6280	0	0
4	160	0	0
10	150	3	0
11	3090	0	0
12	1700	2	0
13	1800	2	0
24	-1970	2	0
15	750	0	0
5	750	0	0
16	1270	1	0
2	3310	1	0
6	330	2	0
3	390	1	0
17	1800	4	0
18	2010	3	0
19	1370	3	0
21	1970	2	0
1	1300	1	0
23	230	0	0
8	1160	0	0
9	6280	0	0
4	160	0	0
10	140	3	0
11	3070	0	0
12	1700	2	0
13	1830	2	0
24	-1990	2	0
15	720	0	0
5	730	0	0
16	1270	1	0
2	3310	1	0
6	340	2	0
3	390	1	0
17	1800	4	0
18	2000	3	0
19	1370	3	0
21	1970	2	0
1	1300	1	0
23	250	0	0
8	1160	0	0
9	6270	0	0
4	160	0	0
10	130	3	0
11	3040	0	0
12	1690	2	0
13	1830	2	0
24	-1990	2	0
15	760	0	0
5	710	0	0
16	1270	1	0
2	3310	1	0
6	320	2	0
3	390	1	0
17	630	4	0
18	2000	3	0
19	1360	3	0
21	1930	2	0
1	1300	1	0
23	250	0	0
8	1170	0	0
9	6230	0	0
4	140	0	0
10	100	3	0
11	2970	0	0
12	1670	2	0
13	1750	2	0
24	-2010	2	0
15	770	0	0
5	670	0	0
16	1270	1	0
2	3310	1	0
6	290	2	0
3	390	1	0
17	1800	4	0
18	1970	3	0
19	1330	3	0
21	1940	2	0
1	1300	1	0
23	250	0	0
8	1160	0	0
9	6220	0	0
4	150	0	0
10	90	3	0
11	2960	0	0
12	1680	2	0
13	1750	2	0
24	-2020	2	0
15	770	0	0
5	660	0	0
16	1270	1	0
2	3310	1	0
6	300	2	0
3	390	1	0
17	1800	4	0
18	1970	3	0
19	1330	3	0
21	1940	2	0
1	1300	1	0
23	250	0	0
8	1160	0	0
9	6220	0	0
4	140	0	0
10	90	3	0
11	2950	0	0
12	1660	2	0
13	1800	2	0
24	-2030	2	0
15	770	0	0
5	640	0	0
16	1270	1	0
2	3310	1	0
6	310	2	0
3	390	1	0
17	1800	4	0
18	1960	3	0
19	1320	3	0
21	1910	2	0
1	1300	1	0
23	250	0	0
8	1160	0	0
9	6200	0	0
4	140	0	0
10	90	3	0
11	2950	0	0
12	1660	2	0
13	1800	2	0
24	-2040	2	0
15	770	0	0
5	640	0	0
16	1270	1	0
2	3310	1	0
6	300	2	0
3	390	1	0
17	1800	4	0
18	1960	3	0
19	1320	3	0
21	1930	2	0
1	1300	1	0
23	240	0	0
8	1160	0	0
9	6180	0	0
4	130	0	0
10	90	3	0
11	2920	0	0
12	1730	2	0
13	1780	2	0
24	-2060	2	0
15	770	0	0
5	620	0	0
16	1270	1	0
2	3310	1	0
6	290	2	0
3	390	1	0
17	1800	4	0
18	1950	3	0
19	1320	3	0
21	1890	2	0
1	1300	1	0
23	250	0	0
8	1150	0	0
9	6170	0	0
4	130	0	0
10	70	3	0
11	2920	0	0
12	1760	2	0
13	1750	2	0
24	-2060	2	0
15	750	0	0
5	610	0	0
16	1270	1	0
2	3310	1	0
6	300	2	0
3	390	1	0
17	1800	4	0
18	1950	3	0
19	1320	3	0
21	1960	2	0
1	1300	1	0
23	250	0	0
8	1150	0	0
9	6160	0	0
4	130	0	0
10	70	3	0
11	2910	0	0
12	1780	2	0
13	1750	2	0
24	-2050	2	0
15	740	0	0
5	590	0	0
16	1270	1	0
2	3310	1	0
6	320	2	0
3	390	1	0
17	1800	4	0
18	1950	3	0
19	1330	3	0
21	1980	2	0
1	1300	1	0
23	250	0	0
8	1170	0	0
9	6150	0	0
4	130	0	0
10	70	3	0
11	2910	0	0
12	1810	2	0
13	1770	2	0
24	-2040	2	0
15	750	0	0
5	580	0	0
16	1270	1	0
2	3310	1	0
6	350	2	0
3	390	1	0
17	1800	4	0
18	1950	3	0
